"weekDate","stratifier","category","week","numOutcome","lockdown","numEligible"
2017-01-08,"overall","1",2,421,0,10619216
2017-01-08,"region","1",2,8,0,346651
2017-01-08,"region","10",2,37,0,898290
2017-01-08,"region","12",2,5,0,8292
2017-01-08,"region","2",2,70,0,1920923
2017-01-08,"region","3",2,15,0,398725
2017-01-08,"region","4",2,22,0,263981
2017-01-08,"region","5",2,55,0,1703111
2017-01-08,"region","6",2,17,0,482791
2017-01-08,"region","7",2,54,0,1227565
2017-01-08,"region","8",2,59,0,1261434
2017-01-08,"region","9",2,83,0,2059839
2017-01-15,"age","20",3,52,0,1320512
2017-01-15,"age","30",3,139,0,1574281
2017-01-15,"age","40",3,87,0,1691315
2017-01-15,"age","50",3,53,0,1700177
2017-01-15,"age","60",3,43,0,1636486
2017-01-15,"age","70",3,26,0,1252690
2017-01-15,"age","80",3,7,0,893567
2017-01-15,"age","90",3,5,0,455758
2017-01-15,"ethnicity","0",3,257,0,6116018
2017-01-15,"ethnicity","1",3,9,0,612741
2017-01-15,"ethnicity","2",3,5,0,363718
2017-01-15,"ethnicity","3",3,6,0,196687
2017-01-15,"ethnicity","4",3,5,0,126426
2017-01-15,"ethnicity","5",3,130,0,3205949
2017-01-15,"gender","1",3,212,0,5295029
2017-01-15,"gender","2",3,197,0,5326510
2017-01-15,"overall","1",3,409,0,10621539
2017-01-15,"region","1",3,13,0,346527
2017-01-15,"region","10",3,27,0,898206
2017-01-15,"region","11",3,5,0,47601
2017-01-15,"region","12",3,5,0,8282
2017-01-15,"region","2",3,88,0,1920746
2017-01-15,"region","3",3,19,0,398778
2017-01-15,"region","4",3,12,0,263901
2017-01-15,"region","5",3,60,0,1702524
2017-01-15,"region","6",3,17,0,482821
2017-01-15,"region","7",3,62,0,1229082
2017-01-15,"region","8",3,47,0,1261791
2017-01-15,"region","9",3,61,0,2061280
2017-01-22,"age","100",4,5,0,96051
2017-01-22,"age","20",4,66,0,1320896
2017-01-22,"age","30",4,142,0,1575183
2017-01-22,"age","40",4,97,0,1692070
2017-01-22,"age","50",4,69,0,1700565
2017-01-22,"age","60",4,38,0,1636629
2017-01-22,"age","70",4,19,0,1252431
2017-01-22,"age","80",4,9,0,893026
2017-01-22,"age","90",4,5,0,454756
2017-01-22,"ethnicity","0",4,292,0,6115844
2017-01-22,"ethnicity","1",4,22,0,613360
2017-01-22,"ethnicity","2",4,5,0,363898
2017-01-22,"ethnicity","3",4,5,0,196989
2017-01-22,"ethnicity","4",4,5,0,126522
2017-01-22,"ethnicity","5",4,117,0,3204994
2017-01-22,"gender","1",4,259,0,5295050
2017-01-22,"gender","2",4,184,0,5326557
2017-01-22,"overall","1",4,443,0,10621607
2017-01-22,"region","1",4,12,0,346480
2017-01-22,"region","10",4,29,0,898234
2017-01-22,"region","12",4,5,0,8270
2017-01-22,"region","2",4,91,0,1920914
2017-01-22,"region","3",4,8,0,398836
2017-01-22,"region","4",4,22,0,263768
2017-01-22,"region","5",4,62,0,1702526
2017-01-22,"region","6",4,16,0,482818
2017-01-22,"region","7",4,70,0,1227408
2017-01-22,"region","8",4,60,0,1261052
2017-01-22,"region","9",4,70,0,2063710
2017-01-29,"age","20",5,69,0,1321499
2017-01-29,"age","30",5,128,0,1576788
2017-01-29,"age","40",5,92,0,1693531
2017-01-29,"age","50",5,59,0,1701371
2017-01-29,"age","60",5,48,0,1636999
2017-01-29,"age","70",5,15,0,1252510
2017-01-29,"age","80",5,5,0,892719
2017-01-29,"age","90",5,5,0,453869
2017-01-29,"ethnicity","0",5,282,0,6118023
2017-01-29,"ethnicity","1",5,19,0,613897
2017-01-29,"ethnicity","2",5,5,0,364157
2017-01-29,"ethnicity","3",5,9,0,197213
2017-01-29,"ethnicity","4",5,5,0,126697
2017-01-29,"ethnicity","5",5,101,0,3204828
2017-01-29,"gender","1",5,222,0,5296350
2017-01-29,"gender","2",5,197,0,5328465
2017-01-29,"overall","1",5,419,0,10624815
2017-01-29,"region","1",5,13,0,346508
2017-01-29,"region","10",5,34,0,898364
2017-01-29,"region","2",5,61,0,1921150
2017-01-29,"region","3",5,17,0,398902
2017-01-29,"region","4",5,14,0,263707
2017-01-29,"region","5",5,62,0,1702767
2017-01-29,"region","6",5,20,0,482897
2017-01-29,"region","7",5,69,0,1227590
2017-01-29,"region","8",5,52,0,1260981
2017-01-29,"region","9",5,77,0,2066100
2017-02-05,"age","20",6,57,0,1322011
2017-02-05,"age","30",6,114,0,1577945
2017-02-05,"age","40",6,86,0,1694828
2017-02-05,"age","50",6,69,0,1701901
2017-02-05,"age","60",6,32,0,1637225
2017-02-05,"age","70",6,19,0,1252458
2017-02-05,"age","80",6,9,0,892304
2017-02-05,"age","90",6,5,0,452929
2017-02-05,"ethnicity","0",6,256,0,6120481
2017-02-05,"ethnicity","1",6,13,0,614337
2017-02-05,"ethnicity","2",6,5,0,364402
2017-02-05,"ethnicity","3",6,5,0,197360
2017-02-05,"ethnicity","4",6,5,0,126814
2017-02-05,"ethnicity","5",6,114,0,3203206
2017-02-05,"gender","1",6,206,0,5297163
2017-02-05,"gender","2",6,183,0,5329437
2017-02-05,"overall","1",6,389,0,10626600
2017-02-05,"region","1",6,7,0,346454
2017-02-05,"region","10",6,37,0,898438
2017-02-05,"region","12",6,5,0,8261
2017-02-05,"region","2",6,61,0,1921443
2017-02-05,"region","3",6,16,0,399047
2017-02-05,"region","4",6,13,0,263536
2017-02-05,"region","5",6,53,0,1701466
2017-02-05,"region","6",6,16,0,482932
2017-02-05,"region","7",6,56,0,1228061
2017-02-05,"region","8",6,60,0,1261325
2017-02-05,"region","9",6,68,0,2068054
2017-02-12,"age","20",7,66,0,1322480
2017-02-12,"age","30",7,146,0,1578338
2017-02-12,"age","40",7,84,0,1696104
2017-02-12,"age","50",7,63,0,1702534
2017-02-12,"age","60",7,30,0,1637515
2017-02-12,"age","70",7,12,0,1252529
2017-02-12,"age","80",7,5,0,891918
2017-02-12,"age","90",7,5,0,452177
2017-02-12,"ethnicity","0",7,255,0,6121971
2017-02-12,"ethnicity","1",7,24,0,614494
2017-02-12,"ethnicity","2",7,5,0,364636
2017-02-12,"ethnicity","3",7,5,0,197241
2017-02-12,"ethnicity","4",7,9,0,126912
2017-02-12,"ethnicity","5",7,110,0,3202809
2017-02-12,"gender","1",7,215,0,5297682
2017-02-12,"gender","2",7,192,0,5330381
2017-02-12,"overall","1",7,407,0,10628063
2017-02-12,"region","1",7,12,0,346392
2017-02-12,"region","10",7,37,0,898778
2017-02-12,"region","11",7,5,0,47576
2017-02-12,"region","2",7,64,0,1921546
2017-02-12,"region","3",7,17,0,399059
2017-02-12,"region","4",7,9,0,262526
2017-02-12,"region","5",7,61,0,1701626
2017-02-12,"region","6",7,17,0,482870
2017-02-12,"region","7",7,75,0,1228377
2017-02-12,"region","8",7,49,0,1261270
2017-02-12,"region","9",7,65,0,2069774
2017-02-19,"age","20",8,69,0,1322914
2017-02-19,"age","30",8,138,0,1579693
2017-02-19,"age","40",8,94,0,1697043
2017-02-19,"age","50",8,50,0,1702936
2017-02-19,"age","60",8,33,0,1637824
2017-02-19,"age","70",8,17,0,1252479
2017-02-19,"age","80",8,7,0,891515
2017-02-19,"age","90",8,5,0,451407
2017-02-19,"ethnicity","0",8,266,0,6123838
2017-02-19,"ethnicity","1",8,13,0,614696
2017-02-19,"ethnicity","2",8,5,0,364793
2017-02-19,"ethnicity","3",8,8,0,197315
2017-02-19,"ethnicity","4",8,5,0,126987
2017-02-19,"ethnicity","5",8,114,0,3202115
2017-02-19,"gender","1",8,220,0,5298371
2017-02-19,"gender","2",8,189,0,5331373
2017-02-19,"overall","1",8,409,0,10629744
2017-02-19,"region","1",8,18,0,346117
2017-02-19,"region","10",8,40,0,898970
2017-02-19,"region","11",8,5,0,47583
2017-02-19,"region","12",8,5,0,8259
2017-02-19,"region","2",8,58,0,1921521
2017-02-19,"region","3",8,16,0,399059
2017-02-19,"region","4",8,16,0,262539
2017-02-19,"region","5",8,46,0,1701479
2017-02-19,"region","6",8,18,0,482868
2017-02-19,"region","7",8,65,0,1228565
2017-02-19,"region","8",8,52,0,1261303
2017-02-19,"region","9",8,76,0,2071481
2017-02-26,"age","20",9,69,0,1323335
2017-02-26,"age","30",9,162,0,1580915
2017-02-26,"age","40",9,106,0,1698225
2017-02-26,"age","50",9,63,0,1703559
2017-02-26,"age","60",9,35,0,1638152
2017-02-26,"age","70",9,22,0,1252418
2017-02-26,"age","80",9,5,0,891238
2017-02-26,"ethnicity","0",9,305,0,6125958
2017-02-26,"ethnicity","1",9,23,0,615036
2017-02-26,"ethnicity","2",9,5,0,365015
2017-02-26,"ethnicity","3",9,5,0,197395
2017-02-26,"ethnicity","4",9,5,0,127053
2017-02-26,"ethnicity","5",9,124,0,3201572
2017-02-26,"gender","1",9,250,0,5299294
2017-02-26,"gender","2",9,212,0,5332735
2017-02-26,"overall","1",9,462,0,10632029
2017-02-26,"region","1",9,14,0,346127
2017-02-26,"region","10",9,32,0,899089
2017-02-26,"region","12",9,5,0,8256
2017-02-26,"region","2",9,92,0,1921757
2017-02-26,"region","3",9,24,0,399089
2017-02-26,"region","4",9,18,0,262547
2017-02-26,"region","5",9,70,0,1701615
2017-02-26,"region","6",9,16,0,482938
2017-02-26,"region","7",9,65,0,1228723
2017-02-26,"region","8",9,63,0,1261191
2017-02-26,"region","9",9,66,0,2073112
2017-03-05,"age","100",10,5,0,93012
2017-03-05,"age","20",10,88,0,1323808
2017-03-05,"age","30",10,134,0,1582145
2017-03-05,"age","40",10,86,0,1699499
2017-03-05,"age","50",10,72,0,1704158
2017-03-05,"age","60",10,47,0,1638441
2017-03-05,"age","70",10,22,0,1252405
2017-03-05,"age","80",10,7,0,890980
2017-03-05,"age","90",10,5,0,450038
2017-03-05,"ethnicity","0",10,297,0,6128448
2017-03-05,"ethnicity","1",10,23,0,615401
2017-03-05,"ethnicity","2",10,6,0,365309
2017-03-05,"ethnicity","3",10,5,0,197509
2017-03-05,"ethnicity","4",10,5,0,127140
2017-03-05,"ethnicity","5",10,129,0,3200679
2017-03-05,"gender","1",10,278,0,5300436
2017-03-05,"gender","2",10,183,0,5334050
2017-03-05,"overall","1",10,461,0,10634486
2017-03-05,"region","1",10,15,0,346217
2017-03-05,"region","10",10,38,0,899141
2017-03-05,"region","12",10,5,0,8257
2017-03-05,"region","2",10,80,0,1921990
2017-03-05,"region","3",10,18,0,398989
2017-03-05,"region","4",10,21,0,262542
2017-03-05,"region","5",10,64,0,1701783
2017-03-05,"region","6",10,20,0,482975
2017-03-05,"region","7",10,65,0,1229210
2017-03-05,"region","8",10,59,0,1261214
2017-03-05,"region","9",10,80,0,2074591
2017-03-12,"age","20",11,64,0,1324186
2017-03-12,"age","30",11,147,0,1583764
2017-03-12,"age","40",11,102,0,1700713
2017-03-12,"age","50",11,62,0,1704741
2017-03-12,"age","60",11,47,0,1638876
2017-03-12,"age","70",11,13,0,1252419
2017-03-12,"age","80",11,10,0,890664
2017-03-12,"age","90",11,5,0,449406
2017-03-12,"ethnicity","0",11,315,0,6130615
2017-03-12,"ethnicity","1",11,15,0,615813
2017-03-12,"ethnicity","2",11,5,0,365538
2017-03-12,"ethnicity","3",11,5,0,197628
2017-03-12,"ethnicity","4",11,5,0,127284
2017-03-12,"ethnicity","5",11,109,0,3200481
2017-03-12,"gender","1",11,233,0,5301637
2017-03-12,"gender","2",11,216,0,5335722
2017-03-12,"overall","1",11,449,0,10637359
2017-03-12,"region","1",11,17,0,346178
2017-03-12,"region","10",11,28,0,899214
2017-03-12,"region","11",11,5,0,47574
2017-03-12,"region","12",11,5,0,8249
2017-03-12,"region","2",11,78,0,1922355
2017-03-12,"region","3",11,16,0,398876
2017-03-12,"region","4",11,12,0,262534
2017-03-12,"region","5",11,71,0,1702184
2017-03-12,"region","6",11,20,0,482882
2017-03-12,"region","7",11,71,0,1229575
2017-03-12,"region","8",11,53,0,1261522
2017-03-12,"region","9",11,79,0,2076216
2017-03-19,"age","20",12,64,0,1324335
2017-03-19,"age","30",12,140,0,1584679
2017-03-19,"age","40",12,85,0,1701429
2017-03-19,"age","50",12,67,0,1705042
2017-03-19,"age","60",12,35,0,1638887
2017-03-19,"age","70",12,28,0,1252266
2017-03-19,"age","80",12,5,0,890247
2017-03-19,"age","90",12,5,0,448600
2017-03-19,"ethnicity","0",12,283,0,6131343
2017-03-19,"ethnicity","1",12,19,0,616111
2017-03-19,"ethnicity","2",12,5,0,365631
2017-03-19,"ethnicity","3",12,5,0,197608
2017-03-19,"ethnicity","4",12,7,0,127368
2017-03-19,"ethnicity","5",12,111,0,3199559
2017-03-19,"gender","1",12,231,0,5301604
2017-03-19,"gender","2",12,197,0,5336016
2017-03-19,"overall","1",12,428,0,10637620
2017-03-19,"region","1",12,9,0,346119
2017-03-19,"region","10",12,42,0,899151
2017-03-19,"region","12",12,5,0,8237
2017-03-19,"region","2",12,77,0,1922254
2017-03-19,"region","3",12,25,0,398812
2017-03-19,"region","4",12,16,0,262453
2017-03-19,"region","5",12,65,0,1701980
2017-03-19,"region","6",12,18,0,482818
2017-03-19,"region","7",12,60,0,1229807
2017-03-19,"region","8",12,44,0,1261186
2017-03-19,"region","9",12,69,0,2077229
2017-03-26,"age","20",13,56,0,1324268
2017-03-26,"age","30",13,144,0,1584440
2017-03-26,"age","40",13,88,0,1701629
2017-03-26,"age","50",13,51,0,1704894
2017-03-26,"age","60",13,40,0,1638614
2017-03-26,"age","70",13,12,0,1251873
2017-03-26,"age","80",13,9,0,889765
2017-03-26,"age","90",13,5,0,447824
2017-03-26,"ethnicity","0",13,242,0,6130634
2017-03-26,"ethnicity","1",13,23,0,616148
2017-03-26,"ethnicity","2",13,5,0,365566
2017-03-26,"ethnicity","3",13,5,0,197444
2017-03-26,"ethnicity","4",13,5,0,127352
2017-03-26,"ethnicity","5",13,125,0,3197826
2017-03-26,"gender","1",13,213,0,5300126
2017-03-26,"gender","2",13,189,0,5334844
2017-03-26,"overall","1",13,402,0,10634970
2017-03-26,"region","1",13,9,0,346009
2017-03-26,"region","10",13,29,0,898607
2017-03-26,"region","11",13,5,0,47584
2017-03-26,"region","12",13,5,0,8222
2017-03-26,"region","2",13,62,0,1921672
2017-03-26,"region","3",13,15,0,398517
2017-03-26,"region","4",13,20,0,262390
2017-03-26,"region","5",13,60,0,1701518
2017-03-26,"region","6",13,21,0,482741
2017-03-26,"region","7",13,57,0,1229695
2017-03-26,"region","8",13,47,0,1260934
2017-03-26,"region","9",13,79,0,2077081
2017-04-02,"age","20",14,59,0,1324284
2017-04-02,"age","30",14,110,0,1584247
2017-04-02,"age","40",14,107,0,1701808
2017-04-02,"age","50",14,55,0,1704726
2017-04-02,"age","60",14,33,0,1638489
2017-04-02,"age","70",14,22,0,1251538
2017-04-02,"age","80",14,6,0,889306
2017-04-02,"age","90",14,6,0,447082
2017-04-02,"ethnicity","0",14,267,0,6130058
2017-04-02,"ethnicity","1",14,21,0,616261
2017-04-02,"ethnicity","2",14,5,0,365517
2017-04-02,"ethnicity","3",14,5,0,197343
2017-04-02,"ethnicity","4",14,5,0,127372
2017-04-02,"ethnicity","5",14,100,0,3196146
2017-04-02,"gender","1",14,220,0,5298631
2017-04-02,"gender","2",14,178,0,5334066
2017-04-02,"overall","1",14,398,0,10632697
2017-04-02,"region","1",14,14,0,345896
2017-04-02,"region","10",14,35,0,898079
2017-04-02,"region","2",14,78,0,1921054
2017-04-02,"region","3",14,9,0,398320
2017-04-02,"region","4",14,13,0,262393
2017-04-02,"region","5",14,67,0,1701326
2017-04-02,"region","6",14,14,0,482607
2017-04-02,"region","7",14,53,0,1229637
2017-04-02,"region","8",14,46,0,1260396
2017-04-02,"region","9",14,69,0,2077204
2017-04-09,"age","100",15,5,0,90932
2017-04-09,"age","20",15,41,0,1325010
2017-04-09,"age","30",15,98,0,1586997
2017-04-09,"age","40",15,65,0,1704264
2017-04-09,"age","50",15,47,0,1705764
2017-04-09,"age","60",15,30,0,1639176
2017-04-09,"age","70",15,20,0,1251773
2017-04-09,"age","80",15,5,0,889038
2017-04-09,"age","90",15,5,0,446576
2017-04-09,"ethnicity","0",15,197,0,6135037
2017-04-09,"ethnicity","1",15,17,0,616981
2017-04-09,"ethnicity","2",15,5,0,365891
2017-04-09,"ethnicity","3",15,5,0,197685
2017-04-09,"ethnicity","4",15,5,0,127544
2017-04-09,"ethnicity","5",15,86,0,3196392
2017-04-09,"gender","1",15,165,0,5302125
2017-04-09,"gender","2",15,145,0,5337405
2017-04-09,"overall","1",15,310,0,10639530
2017-04-09,"region","1",15,8,0,345807
2017-04-09,"region","10",15,26,0,898228
2017-04-09,"region","11",15,5,0,47591
2017-04-09,"region","12",15,5,0,8218
2017-04-09,"region","2",15,59,0,1921846
2017-04-09,"region","3",15,15,0,398329
2017-04-09,"region","4",15,7,0,262552
2017-04-09,"region","5",15,47,0,1701878
2017-04-09,"region","6",15,9,0,482836
2017-04-09,"region","7",15,43,0,1231062
2017-04-09,"region","8",15,48,0,1261321
2017-04-09,"region","9",15,45,0,2079862
2017-04-16,"age","20",16,50,0,1325529
2017-04-16,"age","30",16,111,0,1588064
2017-04-16,"age","40",16,59,0,1705625
2017-04-16,"age","50",16,72,0,1706404
2017-04-16,"age","60",16,33,0,1639453
2017-04-16,"age","70",16,11,0,1251909
2017-04-16,"age","80",16,5,0,888751
2017-04-16,"ethnicity","0",16,220,0,6137644
2017-04-16,"ethnicity","1",16,14,0,617320
2017-04-16,"ethnicity","2",16,5,0,366037
2017-04-16,"ethnicity","3",16,5,0,197865
2017-04-16,"ethnicity","4",16,5,0,127649
2017-04-16,"ethnicity","5",16,98,0,3195851
2017-04-16,"gender","1",16,174,0,5303239
2017-04-16,"gender","2",16,166,0,5339127
2017-04-16,"overall","1",16,340,0,10642366
2017-04-16,"region","1",16,6,0,345996
2017-04-16,"region","10",16,20,0,897631
2017-04-16,"region","11",16,5,0,47604
2017-04-16,"region","12",16,5,0,8211
2017-04-16,"region","2",16,71,0,1922392
2017-04-16,"region","3",16,14,0,398574
2017-04-16,"region","4",16,14,0,262583
2017-04-16,"region","5",16,45,0,1702487
2017-04-16,"region","6",16,10,0,482990
2017-04-16,"region","7",16,54,0,1230965
2017-04-16,"region","8",16,45,0,1261607
2017-04-16,"region","9",16,58,0,2081326
2017-04-23,"age","20",17,68,0,1326141
2017-04-23,"age","30",17,152,0,1589787
2017-04-23,"age","40",17,79,0,1707057
2017-04-23,"age","50",17,65,0,1706907
2017-04-23,"age","60",17,31,0,1639677
2017-04-23,"age","70",17,26,0,1251829
2017-04-23,"age","80",17,5,0,888367
2017-04-23,"age","90",17,5,0,445403
2017-04-23,"ethnicity","0",17,272,0,6140559
2017-04-23,"ethnicity","1",17,15,0,617910
2017-04-23,"ethnicity","2",17,7,0,366238
2017-04-23,"ethnicity","3",17,5,0,198101
2017-04-23,"ethnicity","4",17,6,0,127764
2017-04-23,"ethnicity","5",17,122,0,3194791
2017-04-23,"gender","1",17,224,0,5304703
2017-04-23,"gender","2",17,202,0,5340660
2017-04-23,"overall","1",17,426,0,10645363
2017-04-23,"region","1",17,14,0,346050
2017-04-23,"region","10",17,29,0,896986
2017-04-23,"region","12",17,5,0,8214
2017-04-23,"region","2",17,93,0,1922605
2017-04-23,"region","3",17,27,0,398579
2017-04-23,"region","4",17,16,0,262689
2017-04-23,"region","5",17,57,0,1702901
2017-04-23,"region","6",17,13,0,483109
2017-04-23,"region","7",17,52,0,1231346
2017-04-23,"region","8",17,38,0,1262211
2017-04-23,"region","9",17,85,0,2083060
2017-04-30,"age","20",18,57,0,1326358
2017-04-30,"age","30",18,103,0,1590148
2017-04-30,"age","40",18,63,0,1707110
2017-04-30,"age","50",18,56,0,1706464
2017-04-30,"age","60",18,43,0,1639300
2017-04-30,"age","70",18,23,0,1251423
2017-04-30,"age","80",18,9,0,887794
2017-04-30,"age","90",18,6,0,444618
2017-04-30,"ethnicity","0",18,236,0,6141563
2017-04-30,"ethnicity","1",18,13,0,618228
2017-04-30,"ethnicity","2",18,7,0,366355
2017-04-30,"ethnicity","3",18,5,0,198275
2017-04-30,"ethnicity","4",18,5,0,127894
2017-04-30,"ethnicity","5",18,95,0,3190599
2017-04-30,"gender","1",18,201,0,5303029
2017-04-30,"gender","2",18,159,0,5339885
2017-04-30,"overall","1",18,360,0,10642914
2017-04-30,"region","1",18,15,0,346078
2017-04-30,"region","10",18,25,0,896939
2017-04-30,"region","12",18,5,0,8214
2017-04-30,"region","2",18,67,0,1922204
2017-04-30,"region","3",18,17,0,398520
2017-04-30,"region","4",18,20,0,262662
2017-04-30,"region","5",18,48,0,1702692
2017-04-30,"region","6",18,14,0,483248
2017-04-30,"region","7",18,42,0,1228252
2017-04-30,"region","8",18,44,0,1262365
2017-04-30,"region","9",18,66,0,2084137
2017-05-07,"age","20",19,71,0,1326509
2017-05-07,"age","30",19,138,0,1590514
2017-05-07,"age","40",19,90,0,1707569
2017-05-07,"age","50",19,72,0,1706493
2017-05-07,"age","60",19,41,0,1639246
2017-05-07,"age","70",19,21,0,1251256
2017-05-07,"age","80",19,8,0,887434
2017-05-07,"age","90",19,5,0,444070
2017-05-07,"ethnicity","0",19,279,0,6141628
2017-05-07,"ethnicity","1",19,27,0,618493
2017-05-07,"ethnicity","2",19,8,0,366367
2017-05-07,"ethnicity","3",19,5,0,198331
2017-05-07,"ethnicity","4",19,10,0,127957
2017-05-07,"ethnicity","5",19,116,0,3189652
2017-05-07,"gender","1",19,251,0,5302867
2017-05-07,"gender","2",19,191,0,5339561
2017-05-07,"overall","1",19,442,0,10642428
2017-05-07,"region","1",19,17,0,346025
2017-05-07,"region","10",19,32,0,896588
2017-05-07,"region","12",19,5,0,8209
2017-05-07,"region","2",19,75,0,1922231
2017-05-07,"region","3",19,14,0,398358
2017-05-07,"region","4",19,22,0,262656
2017-05-07,"region","5",19,43,0,1702509
2017-05-07,"region","6",19,17,0,483233
2017-05-07,"region","7",19,75,0,1228238
2017-05-07,"region","8",19,48,0,1262327
2017-05-07,"region","9",19,94,0,2084436
2017-05-14,"age","100",20,5,0,88959
2017-05-14,"age","20",20,66,0,1326885
2017-05-14,"age","30",20,141,0,1591420
2017-05-14,"age","40",20,108,0,1708616
2017-05-14,"age","50",20,54,0,1706924
2017-05-14,"age","60",20,44,0,1639420
2017-05-14,"age","70",20,21,0,1251100
2017-05-14,"age","80",20,10,0,887073
2017-05-14,"age","90",20,5,0,443464
2017-05-14,"ethnicity","0",20,290,0,6142715
2017-05-14,"ethnicity","1",20,14,0,619008
2017-05-14,"ethnicity","2",20,5,0,366568
2017-05-14,"ethnicity","3",20,7,0,198497
2017-05-14,"ethnicity","4",20,5,0,128060
2017-05-14,"ethnicity","5",20,128,0,3189013
2017-05-14,"gender","1",20,255,0,5303413
2017-05-14,"gender","2",20,192,0,5340448
2017-05-14,"overall","1",20,447,0,10643861
2017-05-14,"region","1",20,9,0,345841
2017-05-14,"region","10",20,41,0,896411
2017-05-14,"region","12",20,5,0,8204
2017-05-14,"region","2",20,83,0,1922113
2017-05-14,"region","3",20,23,0,398282
2017-05-14,"region","4",20,18,0,262689
2017-05-14,"region","5",20,56,0,1702794
2017-05-14,"region","6",20,19,0,483142
2017-05-14,"region","7",20,68,0,1228258
2017-05-14,"region","8",20,40,0,1262416
2017-05-14,"region","9",20,89,0,2086093
2017-05-21,"age","20",21,57,0,1327097
2017-05-21,"age","30",21,121,0,1592496
2017-05-21,"age","40",21,80,0,1709413
2017-05-21,"age","50",21,67,0,1707278
2017-05-21,"age","60",21,26,0,1639451
2017-05-21,"age","70",21,22,0,1250891
2017-05-21,"age","80",21,7,0,886639
2017-05-21,"age","90",21,5,0,442663
2017-05-21,"ethnicity","0",21,245,0,6143418
2017-05-21,"ethnicity","1",21,20,0,619362
2017-05-21,"ethnicity","2",21,8,0,366641
2017-05-21,"ethnicity","3",21,6,0,198656
2017-05-21,"ethnicity","4",21,5,0,128156
2017-05-21,"ethnicity","5",21,100,0,3188244
2017-05-21,"gender","1",21,207,0,5303379
2017-05-21,"gender","2",21,174,0,5341098
2017-05-21,"overall","1",21,381,0,10644477
2017-05-21,"region","1",21,7,0,345849
2017-05-21,"region","10",21,20,0,896305
2017-05-21,"region","2",21,60,0,1922113
2017-05-21,"region","3",21,17,0,398265
2017-05-21,"region","4",21,18,0,262720
2017-05-21,"region","5",21,56,0,1702481
2017-05-21,"region","6",21,17,0,483130
2017-05-21,"region","7",21,63,0,1228470
2017-05-21,"region","8",21,45,0,1262165
2017-05-21,"region","9",21,78,0,2087132
2017-05-28,"age","100",22,5,0,88180
2017-05-28,"age","20",22,52,0,1327382
2017-05-28,"age","30",22,82,0,1593048
2017-05-28,"age","40",22,55,0,1710172
2017-05-28,"age","50",22,47,0,1707698
2017-05-28,"age","60",22,29,0,1639605
2017-05-28,"age","70",22,9,0,1250757
2017-05-28,"age","80",22,5,0,886308
2017-05-28,"age","90",22,5,0,441950
2017-05-28,"ethnicity","0",22,184,0,6144371
2017-05-28,"ethnicity","1",22,5,0,619675
2017-05-28,"ethnicity","2",22,5,0,366682
2017-05-28,"ethnicity","3",22,5,0,198799
2017-05-28,"ethnicity","4",22,5,0,128239
2017-05-28,"ethnicity","5",22,84,0,3187334
2017-05-28,"gender","1",22,151,0,5303336
2017-05-28,"gender","2",22,130,0,5341764
2017-05-28,"overall","1",22,281,0,10645100
2017-05-28,"region","1",22,5,0,345674
2017-05-28,"region","10",22,26,0,896282
2017-05-28,"region","2",22,55,0,1921972
2017-05-28,"region","3",22,18,0,398169
