"","weekDate","numEligible","time","stratifier","category","lockdown"
"226",2021-04-25,10689995,225,"overall",1,1
"227",2021-05-02,10681657,226,"overall",1,1
"228",2021-05-09,4253931,227,"overall",1,1
"229",2017-01-01,1318701,0,"age",20,0
"230",2017-01-08,1319760,1,"age",20,0
"231",2017-01-15,1320512,2,"age",20,0
"232",2017-01-22,1320896,3,"age",20,0
"233",2017-01-29,1321499,4,"age",20,0
"234",2017-02-05,1322011,5,"age",20,0
"235",2017-02-12,1322480,6,"age",20,0
"236",2017-02-19,1322914,7,"age",20,0
"237",2017-02-26,1323335,8,"age",20,0
"238",2017-03-05,1323808,9,"age",20,0
"239",2017-03-12,1324186,10,"age",20,0
"240",2017-03-19,1324335,11,"age",20,0
"241",2017-03-26,1324268,12,"age",20,0
"242",2017-04-02,1324284,13,"age",20,0
"243",2017-04-09,1325010,14,"age",20,0
"244",2017-04-16,1325529,15,"age",20,0
"245",2017-04-23,1326141,16,"age",20,0
"246",2017-04-30,1326358,17,"age",20,0
"247",2017-05-07,1326509,18,"age",20,0
"248",2017-05-14,1326885,19,"age",20,0
"249",2017-05-21,1327097,20,"age",20,0
"250",2017-05-28,1327382,21,"age",20,0
"251",2017-06-04,1327734,22,"age",20,0
"252",2017-06-11,1327993,23,"age",20,0
"253",2017-06-18,1328307,24,"age",20,0
"254",2017-06-25,1328676,25,"age",20,0
"255",2017-07-02,1329108,26,"age",20,0
"256",2017-07-09,1329313,27,"age",20,0
"257",2017-07-16,1329131,28,"age",20,0
"258",2017-07-23,1329288,29,"age",20,0
"259",2017-07-30,1329439,30,"age",20,0
"260",2017-08-06,1329658,31,"age",20,0
"261",2017-08-13,1329870,32,"age",20,0
"262",2017-08-20,1330128,33,"age",20,0
"263",2017-08-27,1330712,34,"age",20,0
"264",2017-09-03,1331304,35,"age",20,0
"265",2017-09-10,1332973,36,"age",20,0
"266",2017-09-17,1335305,37,"age",20,0
"267",2017-09-24,1344722,38,"age",20,0
"268",2017-10-01,1351611,39,"age",20,0
"269",2017-10-08,1356257,40,"age",20,0
"270",2017-10-15,1360179,41,"age",20,0
"271",2017-10-22,1362551,42,"age",20,0
"272",2017-10-29,1364333,43,"age",20,0
"273",2017-11-05,1365525,44,"age",20,0
"274",2017-11-12,1366583,45,"age",20,0
"275",2017-11-19,1367389,46,"age",20,0
"276",2017-11-26,1368229,47,"age",20,0
"277",2017-12-03,1368863,48,"age",20,0
"278",2017-12-10,1369707,49,"age",20,0
"279",2017-12-17,1370577,50,"age",20,0
"280",2017-12-24,1371196,51,"age",20,0
"281",2017-12-31,1371347,52,"age",20,0
"282",2018-01-07,1375183,53,"age",20,0
"283",2018-01-14,1375771,54,"age",20,0
"284",2018-01-21,1376325,55,"age",20,0
"285",2018-01-28,1376826,56,"age",20,0
"286",2018-02-04,1377282,57,"age",20,0
"287",2018-02-11,1377656,58,"age",20,0
"288",2018-02-18,1377868,59,"age",20,0
"289",2018-02-25,1377250,60,"age",20,0
"290",2018-03-04,1377717,61,"age",20,0
"291",2018-03-11,1378117,62,"age",20,0
"292",2018-03-18,1378713,63,"age",20,0
"293",2018-03-25,1379198,64,"age",20,0
"294",2018-04-01,1379838,65,"age",20,0
"295",2018-04-08,1380525,66,"age",20,0
"296",2018-04-15,1380030,67,"age",20,0
"297",2018-04-22,1379201,68,"age",20,0
"298",2018-04-29,1379838,69,"age",20,0
"299",2018-05-06,1380151,70,"age",20,0
"300",2018-05-13,1380867,71,"age",20,0
"301",2018-05-20,1381186,72,"age",20,0
"302",2018-05-27,1381399,73,"age",20,0
"303",2018-06-03,1381578,74,"age",20,0
"304",2018-06-10,1381818,75,"age",20,0
"305",2018-06-17,1382130,76,"age",20,0
"306",2018-06-24,1382307,77,"age",20,0
"307",2018-07-01,1382413,78,"age",20,0
"308",2018-07-08,1382694,79,"age",20,0
"309",2018-07-15,1382209,80,"age",20,0
"310",2018-07-22,1382536,81,"age",20,0
"311",2018-07-29,1383029,82,"age",20,0
"312",2018-08-05,1383310,83,"age",20,0
"313",2018-08-12,1383452,84,"age",20,0
"314",2018-08-19,1383845,85,"age",20,0
"315",2018-08-26,1384314,86,"age",20,0
"316",2018-09-02,1384716,87,"age",20,0
"317",2018-09-09,1386522,88,"age",20,0
"318",2018-09-16,1388839,89,"age",20,0
"319",2018-09-23,1398662,90,"age",20,0
"320",2018-09-30,1405791,91,"age",20,0
"321",2018-10-07,1409382,92,"age",20,0
"322",2018-10-14,1412872,93,"age",20,0
"323",2018-10-21,1415275,94,"age",20,0
"324",2018-10-28,1416921,95,"age",20,0
"325",2018-11-04,1416181,96,"age",20,0
"326",2018-11-11,1414922,97,"age",20,0
"327",2018-11-18,1412817,98,"age",20,0
"328",2018-11-25,1412222,99,"age",20,0
"329",2018-12-02,1411890,100,"age",20,0
"330",2018-12-09,1411998,101,"age",20,0
"331",2018-12-16,1412157,102,"age",20,0
"332",2018-12-23,1412341,103,"age",20,0
"333",2018-12-30,1412461,104,"age",20,0
"334",2019-01-06,1419061,105,"age",20,0
"335",2019-01-13,1419572,106,"age",20,0
"336",2019-01-20,1420062,107,"age",20,0
"337",2019-01-27,1420441,108,"age",20,0
"338",2019-02-03,1419210,109,"age",20,0
"339",2019-02-10,1410526,110,"age",20,0
"340",2019-02-17,1410652,111,"age",20,0
"341",2019-02-24,1409843,112,"age",20,0
"342",2019-03-03,1409734,113,"age",20,0
"343",2019-03-10,1409807,114,"age",20,0
"344",2019-03-17,1409878,115,"age",20,0
"345",2019-03-24,1410010,116,"age",20,0
"346",2019-03-31,1409836,117,"age",20,0
"347",2019-04-07,1409804,118,"age",20,0
"348",2019-04-14,1410099,119,"age",20,0
"349",2019-04-21,1410704,120,"age",20,0
"350",2019-04-28,1411148,121,"age",20,0
"351",2019-05-05,1411317,122,"age",20,0
"352",2019-05-12,1411134,123,"age",20,0
"353",2019-05-19,1411368,124,"age",20,0
"354",2019-05-26,1411535,125,"age",20,0
"355",2019-06-02,1411551,126,"age",20,0
"356",2019-06-09,1407546,127,"age",20,0
"357",2019-06-16,1407856,128,"age",20,0
"358",2019-06-23,1407179,129,"age",20,0
"359",2019-06-30,1406892,130,"age",20,0
"360",2019-07-07,1406521,131,"age",20,0
"361",2019-07-14,1406398,132,"age",20,0
"362",2019-07-21,1404571,133,"age",20,0
"363",2019-07-28,1404546,134,"age",20,0
"364",2019-08-04,1404624,135,"age",20,0
"365",2019-08-11,1404681,136,"age",20,0
"366",2019-08-18,1403362,137,"age",20,0
"367",2019-08-25,1403125,138,"age",20,0
"368",2019-09-01,1403833,139,"age",20,0
"369",2019-09-08,1403311,140,"age",20,0
"370",2019-09-15,1406634,141,"age",20,0
"371",2019-09-22,1413724,142,"age",20,0
"372",2019-09-29,1418815,143,"age",20,0
"373",2019-10-06,1420178,144,"age",20,0
"374",2019-10-13,1422038,145,"age",20,0
"375",2019-10-20,1423166,146,"age",20,0
"376",2019-10-27,1424746,147,"age",20,0
"377",2019-11-03,1426437,148,"age",20,0
"378",2019-11-10,1426351,149,"age",20,0
"379",2019-11-17,1425292,150,"age",20,0
"380",2019-11-24,1425784,151,"age",20,0
"381",2019-12-01,1426426,152,"age",20,0
"382",2019-12-08,1426899,153,"age",20,0
"383",2019-12-15,1427188,154,"age",20,0
"384",2019-12-22,1427503,155,"age",20,0
"385",2019-12-29,1427593,156,"age",20,0
"386",2020-01-05,1432595,157,"age",20,0
"387",2020-01-12,1433077,158,"age",20,0
"388",2020-01-19,1433504,159,"age",20,0
"389",2020-01-26,1434092,160,"age",20,0
"390",2020-02-02,1433662,161,"age",20,0
"391",2020-02-09,1432070,162,"age",20,0
"392",2020-02-16,1427590,163,"age",20,0
"393",2020-02-23,1427027,164,"age",20,0
"394",2020-03-01,1425053,165,"age",20,0
"395",2020-03-08,1424531,166,"age",20,0
"396",2020-03-15,1421299,167,"age",20,0
"397",2020-03-22,1420335,168,"age",20,0
"398",2020-03-29,1420131,169,"age",20,1
"399",2020-04-05,1419776,170,"age",20,1
"400",2020-04-12,1418688,171,"age",20,1
"401",2020-04-19,1419387,172,"age",20,1
"402",2020-04-26,1420130,173,"age",20,1
"403",2020-05-03,1420382,174,"age",20,1
"404",2020-05-10,1421167,175,"age",20,1
"405",2020-05-17,1420630,176,"age",20,1
"406",2020-05-24,1421249,177,"age",20,1
"407",2020-05-31,1421848,178,"age",20,1
"408",2020-06-07,1421645,179,"age",20,1
"409",2020-06-14,1421703,180,"age",20,1
"410",2020-06-21,1422477,181,"age",20,1
"411",2020-06-28,1423330,182,"age",20,1
"412",2020-07-05,1420560,183,"age",20,1
"413",2020-07-12,1420994,184,"age",20,1
"414",2020-07-19,1418290,185,"age",20,1
"415",2020-07-26,1417697,186,"age",20,1
"416",2020-08-02,1417139,187,"age",20,1
"417",2020-08-09,1417099,188,"age",20,1
"418",2020-08-16,1414741,189,"age",20,1
"419",2020-08-23,1409623,190,"age",20,1
"420",2020-08-30,1409115,191,"age",20,1
"421",2020-09-06,1409132,192,"age",20,1
"422",2020-09-13,1410264,193,"age",20,1
"423",2020-09-20,1413720,194,"age",20,1
"424",2020-09-27,1419203,195,"age",20,1
"425",2020-10-04,1422230,196,"age",20,1
"426",2020-10-11,1424313,197,"age",20,1
"427",2020-10-18,1425189,198,"age",20,1
"428",2020-10-25,1426547,199,"age",20,1
"429",2020-11-01,1427622,200,"age",20,1
"430",2020-11-08,1428733,201,"age",20,1
"431",2020-11-15,1429716,202,"age",20,1
"432",2020-11-22,1430595,203,"age",20,1
"433",2020-11-29,1431138,204,"age",20,1
"434",2020-12-06,1432290,205,"age",20,1
"435",2020-12-13,1432951,206,"age",20,1
"436",2020-12-20,1432375,207,"age",20,1
"437",2020-12-27,1432286,208,"age",20,1
"438",2021-01-03,1432860,209,"age",20,1
"439",2021-01-10,1433878,210,"age",20,1
"440",2021-01-17,1434730,211,"age",20,1
"441",2021-01-24,1435553,212,"age",20,1
"442",2021-01-31,1436428,213,"age",20,1
"443",2021-02-07,1437012,214,"age",20,1
"444",2021-02-14,1437581,215,"age",20,1
"445",2021-02-21,1438331,216,"age",20,1
"446",2021-02-28,1437551,217,"age",20,1
"447",2021-03-07,1437816,218,"age",20,1
"448",2021-03-14,1438102,219,"age",20,1
"449",2021-03-21,1437996,220,"age",20,1
"450",2021-03-28,1437235,221,"age",20,1
"451",2021-04-04,1437142,222,"age",20,1
"452",2021-04-11,1435181,223,"age",20,1
"453",2021-04-18,1434142,224,"age",20,1
"454",2021-04-25,1431294,225,"age",20,1
"455",2021-05-02,1430669,226,"age",20,1
"456",2021-05-09,566430,227,"age",20,1
"457",2017-01-01,1569215,0,"age",30,0
"458",2017-01-08,1572758,1,"age",30,0
"459",2017-01-15,1574281,2,"age",30,0
"460",2017-01-22,1575183,3,"age",30,0
"461",2017-01-29,1576788,4,"age",30,0
"462",2017-02-05,1577945,5,"age",30,0
"463",2017-02-12,1578338,6,"age",30,0
"464",2017-02-19,1579693,7,"age",30,0
"465",2017-02-26,1580915,8,"age",30,0
"466",2017-03-05,1582145,9,"age",30,0
"467",2017-03-12,1583764,10,"age",30,0
"468",2017-03-19,1584679,11,"age",30,0
"469",2017-03-26,1584440,12,"age",30,0
"470",2017-04-02,1584247,13,"age",30,0
"471",2017-04-09,1586997,14,"age",30,0
"472",2017-04-16,1588064,15,"age",30,0
"473",2017-04-23,1589787,16,"age",30,0
"474",2017-04-30,1590148,17,"age",30,0
"475",2017-05-07,1590514,18,"age",30,0
"476",2017-05-14,1591420,19,"age",30,0
"477",2017-05-21,1592496,20,"age",30,0
"478",2017-05-28,1593048,21,"age",30,0
"479",2017-06-04,1594113,22,"age",30,0
"480",2017-06-11,1595261,23,"age",30,0
"481",2017-06-18,1596199,24,"age",30,0
"482",2017-06-25,1597601,25,"age",30,0
"483",2017-07-02,1598704,26,"age",30,0
"484",2017-07-09,1600125,27,"age",30,0
"485",2017-07-16,1600274,28,"age",30,0
"486",2017-07-23,1600792,29,"age",30,0
"487",2017-07-30,1601697,30,"age",30,0
"488",2017-08-06,1602676,31,"age",30,0
"489",2017-08-13,1603495,32,"age",30,0
"490",2017-08-20,1603822,33,"age",30,0
"491",2017-08-27,1604612,34,"age",30,0
"492",2017-09-03,1605310,35,"age",30,0
"493",2017-09-10,1606225,36,"age",30,0
"494",2017-09-17,1608108,37,"age",30,0
"495",2017-09-24,1616435,38,"age",30,0
"496",2017-10-01,1622367,39,"age",30,0
"497",2017-10-08,1626030,40,"age",30,0
"498",2017-10-15,1628565,41,"age",30,0
"499",2017-10-22,1630709,42,"age",30,0
"500",2017-10-29,1632545,43,"age",30,0
"501",2017-11-05,1634574,44,"age",30,0
"502",2017-11-12,1635633,45,"age",30,0
"503",2017-11-19,1636766,46,"age",30,0
"504",2017-11-26,1637499,47,"age",30,0
"505",2017-12-03,1638036,48,"age",30,0
"506",2017-12-10,1639156,49,"age",30,0
"507",2017-12-17,1640184,50,"age",30,0
"508",2017-12-24,1640949,51,"age",30,0
"509",2017-12-31,1641352,52,"age",30,0
"510",2018-01-07,1616000,53,"age",30,0
"511",2018-01-14,1617417,54,"age",30,0
"512",2018-01-21,1618365,55,"age",30,0
"513",2018-01-28,1619679,56,"age",30,0
"514",2018-02-04,1621329,57,"age",30,0
"515",2018-02-11,1622496,58,"age",30,0
"516",2018-02-18,1623559,59,"age",30,0
"517",2018-02-25,1623705,60,"age",30,0
"518",2018-03-04,1624975,61,"age",30,0
"519",2018-03-11,1626098,62,"age",30,0
"520",2018-03-18,1627156,63,"age",30,0
"521",2018-03-25,1628077,64,"age",30,0
"522",2018-04-01,1629790,65,"age",30,0
"523",2018-04-08,1631474,66,"age",30,0
"524",2018-04-15,1630835,67,"age",30,0
"525",2018-04-22,1629829,68,"age",30,0
"526",2018-04-29,1630833,69,"age",30,0
"527",2018-05-06,1631215,70,"age",30,0
"528",2018-05-13,1633233,71,"age",30,0
"529",2018-05-20,1633683,72,"age",30,0
"530",2018-05-27,1634233,73,"age",30,0
"531",2018-06-03,1634748,74,"age",30,0
"532",2018-06-10,1635457,75,"age",30,0
"533",2018-06-17,1636242,76,"age",30,0
"534",2018-06-24,1636574,77,"age",30,0
"535",2018-07-01,1637454,78,"age",30,0
"536",2018-07-08,1638712,79,"age",30,0
"537",2018-07-15,1638580,80,"age",30,0
"538",2018-07-22,1639571,81,"age",30,0
"539",2018-07-29,1640744,82,"age",30,0
"540",2018-08-05,1640694,83,"age",30,0
"541",2018-08-12,1639680,84,"age",30,0
"542",2018-08-19,1640430,85,"age",30,0
"543",2018-08-26,1641144,86,"age",30,0
"544",2018-09-02,1641869,87,"age",30,0
"545",2018-09-09,1643130,88,"age",30,0
"546",2018-09-16,1644735,89,"age",30,0
"547",2018-09-23,1653179,90,"age",30,0
"548",2018-09-30,1661072,91,"age",30,0
"549",2018-10-07,1665699,92,"age",30,0
"550",2018-10-14,1668951,93,"age",30,0
"551",2018-10-21,1671092,94,"age",30,0
"552",2018-10-28,1672046,95,"age",30,0
"553",2018-11-04,1672362,96,"age",30,0
"554",2018-11-11,1671446,97,"age",30,0
"555",2018-11-18,1667479,98,"age",30,0
"556",2018-11-25,1667012,99,"age",30,0
"557",2018-12-02,1666827,100,"age",30,0
"558",2018-12-09,1667159,101,"age",30,0
"559",2018-12-16,1667399,102,"age",30,0
"560",2018-12-23,1667183,103,"age",30,0
"561",2018-12-30,1667130,104,"age",30,0
"562",2019-01-06,1638164,105,"age",30,0
"563",2019-01-13,1638637,106,"age",30,0
"564",2019-01-20,1639602,107,"age",30,0
"565",2019-01-27,1640242,108,"age",30,0
"566",2019-02-03,1639737,109,"age",30,0
"567",2019-02-10,1629142,110,"age",30,0
"568",2019-02-17,1629632,111,"age",30,0
"569",2019-02-24,1629473,112,"age",30,0
"570",2019-03-03,1629292,113,"age",30,0
"571",2019-03-10,1629698,114,"age",30,0
"572",2019-03-17,1630080,115,"age",30,0
"573",2019-03-24,1630237,116,"age",30,0
"574",2019-03-31,1629390,117,"age",30,0
"575",2019-04-07,1629215,118,"age",30,0
"576",2019-04-14,1629873,119,"age",30,0
"577",2019-04-21,1631388,120,"age",30,0
"578",2019-04-28,1632754,121,"age",30,0
"579",2019-05-05,1633231,122,"age",30,0
"580",2019-05-12,1633250,123,"age",30,0
"581",2019-05-19,1633952,124,"age",30,0
"582",2019-05-26,1634438,125,"age",30,0
"583",2019-06-02,1634790,126,"age",30,0
"584",2019-06-09,1631499,127,"age",30,0
"585",2019-06-16,1632075,128,"age",30,0
"586",2019-06-23,1631693,129,"age",30,0
"587",2019-06-30,1631609,130,"age",30,0
"588",2019-07-07,1631513,131,"age",30,0
"589",2019-07-14,1631265,132,"age",30,0
"590",2019-07-21,1630322,133,"age",30,0
"591",2019-07-28,1631150,134,"age",30,0
"592",2019-08-04,1631918,135,"age",30,0
"593",2019-08-11,1632519,136,"age",30,0
"594",2019-08-18,1631943,137,"age",30,0
"595",2019-08-25,1631675,138,"age",30,0
"596",2019-09-01,1632173,139,"age",30,0
