"weekDate","stratifier","category","week","numOutcome","lockdown","numEligible"
2017-02-26,"region","5",9,70,0,1701615
2017-02-26,"region","6",9,20,0,482938
2017-02-26,"region","7",9,107,0,1228723
2017-02-26,"region","8",9,80,0,1261191
2017-02-26,"region","9",9,114,0,2073112
2017-03-05,"age","20",10,205,0,1323808
2017-03-05,"age","30",10,228,0,1582145
2017-03-05,"age","40",10,109,0,1699499
2017-03-05,"age","50",10,50,0,1704158
2017-03-05,"age","60",10,21,0,1638441
2017-03-05,"age","70",10,10,0,1252405
2017-03-05,"age","80",10,5,0,890980
2017-03-05,"ethnicity","0",10,397,0,6128448
2017-03-05,"ethnicity","1",10,8,0,615401
2017-03-05,"ethnicity","2",10,5,0,365309
2017-03-05,"ethnicity","3",10,11,0,197509
2017-03-05,"ethnicity","4",10,10,0,127140
2017-03-05,"ethnicity","5",10,195,0,3200679
2017-03-05,"gender","1",10,566,0,5300436
2017-03-05,"gender","2",10,58,0,5334050
2017-03-05,"overall","1",10,624,0,10634486
2017-03-05,"region","1",10,24,0,346217
2017-03-05,"region","10",10,34,0,899141
2017-03-05,"region","12",10,5,0,8257
2017-03-05,"region","2",10,108,0,1921990
2017-03-05,"region","3",10,37,0,398989
2017-03-05,"region","4",10,23,0,262542
2017-03-05,"region","5",10,78,0,1701783
2017-03-05,"region","6",10,21,0,482975
2017-03-05,"region","7",10,111,0,1229210
2017-03-05,"region","8",10,83,0,1261214
2017-03-05,"region","9",10,101,0,2074591
2017-03-12,"age","20",11,219,0,1324186
2017-03-12,"age","30",11,256,0,1583764
2017-03-12,"age","40",11,82,0,1700713
2017-03-12,"age","50",11,36,0,1704741
2017-03-12,"age","60",11,18,0,1638876
2017-03-12,"age","70",11,8,0,1252419
2017-03-12,"ethnicity","0",11,381,0,6130615
2017-03-12,"ethnicity","1",11,19,0,615813
2017-03-12,"ethnicity","2",11,5,0,365538
2017-03-12,"ethnicity","3",11,5,0,197628
2017-03-12,"ethnicity","4",11,14,0,127284
2017-03-12,"ethnicity","5",11,195,0,3200481
2017-03-12,"gender","1",11,573,0,5301637
2017-03-12,"gender","2",11,46,0,5335722
2017-03-12,"overall","1",11,619,0,10637359
2017-03-12,"region","1",11,14,0,346178
2017-03-12,"region","10",11,43,0,899214
2017-03-12,"region","12",11,5,0,8249
2017-03-12,"region","2",11,98,0,1922355
2017-03-12,"region","3",11,48,0,398876
2017-03-12,"region","4",11,24,0,262534
2017-03-12,"region","5",11,74,0,1702184
2017-03-12,"region","6",11,23,0,482882
2017-03-12,"region","7",11,114,0,1229575
2017-03-12,"region","8",11,86,0,1261522
2017-03-12,"region","9",11,93,0,2076216
2017-03-19,"age","20",12,205,0,1324335
2017-03-19,"age","30",12,263,0,1584679
2017-03-19,"age","40",12,104,0,1701429
2017-03-19,"age","50",12,38,0,1705042
2017-03-19,"age","60",12,26,0,1638887
2017-03-19,"age","70",12,9,0,1252266
2017-03-19,"ethnicity","0",12,403,0,6131343
2017-03-19,"ethnicity","1",12,16,0,616111
2017-03-19,"ethnicity","2",12,5,0,365631
2017-03-19,"ethnicity","3",12,10,0,197608
2017-03-19,"ethnicity","4",12,12,0,127368
2017-03-19,"ethnicity","5",12,202,0,3199559
2017-03-19,"gender","1",12,601,0,5301604
2017-03-19,"gender","2",12,44,0,5336016
2017-03-19,"overall","1",12,645,0,10637620
2017-03-19,"region","1",12,13,0,346119
2017-03-19,"region","10",12,45,0,899151
2017-03-19,"region","12",12,5,0,8237
2017-03-19,"region","2",12,122,0,1922254
2017-03-19,"region","3",12,27,0,398812
2017-03-19,"region","4",12,33,0,262453
2017-03-19,"region","5",12,72,0,1701980
2017-03-19,"region","6",12,16,0,482818
2017-03-19,"region","7",12,126,0,1229807
2017-03-19,"region","8",12,85,0,1261186
2017-03-19,"region","9",12,103,0,2077229
2017-03-26,"age","100",13,5,0,91663
2017-03-26,"age","20",13,211,0,1324268
2017-03-26,"age","30",13,213,0,1584440
2017-03-26,"age","40",13,77,0,1701629
2017-03-26,"age","50",13,33,0,1704894
2017-03-26,"age","60",13,13,0,1638614
2017-03-26,"age","70",13,10,0,1251873
2017-03-26,"age","80",13,5,0,889765
2017-03-26,"age","90",13,5,0,447824
2017-03-26,"ethnicity","0",13,369,0,6130634
2017-03-26,"ethnicity","1",13,16,0,616148
2017-03-26,"ethnicity","2",13,5,0,365566
2017-03-26,"ethnicity","3",13,6,0,197444
2017-03-26,"ethnicity","4",13,15,0,127352
2017-03-26,"ethnicity","5",13,154,0,3197826
2017-03-26,"gender","1",13,524,0,5300126
2017-03-26,"gender","2",13,40,0,5334844
2017-03-26,"overall","1",13,564,0,10634970
2017-03-26,"region","1",13,8,0,346009
2017-03-26,"region","10",13,35,0,898607
2017-03-26,"region","12",13,5,0,8222
2017-03-26,"region","2",13,89,0,1921672
2017-03-26,"region","3",13,43,0,398517
2017-03-26,"region","4",13,25,0,262390
2017-03-26,"region","5",13,63,0,1701518
2017-03-26,"region","6",13,18,0,482741
2017-03-26,"region","7",13,113,0,1229695
2017-03-26,"region","8",13,82,0,1260934
2017-03-26,"region","9",13,85,0,2077081
2017-04-02,"age","20",14,197,0,1324284
2017-04-02,"age","30",14,190,0,1584247
2017-04-02,"age","40",14,77,0,1701808
2017-04-02,"age","50",14,40,0,1704726
2017-04-02,"age","60",14,13,0,1638489
2017-04-02,"age","70",14,12,0,1251538
2017-04-02,"age","80",14,5,0,889306
2017-04-02,"ethnicity","0",14,341,0,6130058
2017-04-02,"ethnicity","1",14,11,0,616261
2017-04-02,"ethnicity","2",14,5,0,365517
2017-04-02,"ethnicity","3",14,7,0,197343
2017-04-02,"ethnicity","4",14,5,0,127372
2017-04-02,"ethnicity","5",14,164,0,3196146
2017-04-02,"gender","1",14,492,0,5298631
2017-04-02,"gender","2",14,38,0,5334066
2017-04-02,"overall","1",14,530,0,10632697
2017-04-02,"region","1",14,14,0,345896
2017-04-02,"region","10",14,33,0,898079
2017-04-02,"region","12",14,5,0,8215
2017-04-02,"region","2",14,95,0,1921054
2017-04-02,"region","3",14,28,0,398320
2017-04-02,"region","4",14,21,0,262393
2017-04-02,"region","5",14,69,0,1701326
2017-04-02,"region","6",14,18,0,482607
2017-04-02,"region","7",14,103,0,1229637
2017-04-02,"region","8",14,71,0,1260396
2017-04-02,"region","9",14,76,0,2077204
2017-04-09,"age","20",15,153,0,1325010
2017-04-09,"age","30",15,180,0,1586997
2017-04-09,"age","40",15,72,0,1704264
2017-04-09,"age","50",15,39,0,1705764
2017-04-09,"age","60",15,15,0,1639176
2017-04-09,"age","70",15,6,0,1251773
2017-04-09,"age","80",15,5,0,889038
2017-04-09,"ethnicity","0",15,295,0,6135037
2017-04-09,"ethnicity","1",15,11,0,616981
2017-04-09,"ethnicity","2",15,5,0,365891
2017-04-09,"ethnicity","3",15,5,0,197685
2017-04-09,"ethnicity","4",15,5,0,127544
2017-04-09,"ethnicity","5",15,150,0,3196392
2017-04-09,"gender","1",15,435,0,5302125
2017-04-09,"gender","2",15,33,0,5337405
2017-04-09,"overall","1",15,468,0,10639530
2017-04-09,"region","1",15,12,0,345807
2017-04-09,"region","10",15,36,0,898228
2017-04-09,"region","11",15,5,0,47591
2017-04-09,"region","12",15,5,0,8218
2017-04-09,"region","2",15,90,0,1921846
2017-04-09,"region","3",15,25,0,398329
2017-04-09,"region","4",15,17,0,262552
2017-04-09,"region","5",15,52,0,1701878
2017-04-09,"region","6",15,28,0,482836
2017-04-09,"region","7",15,69,0,1231062
2017-04-09,"region","8",15,57,0,1261321
2017-04-09,"region","9",15,80,0,2079862
2017-04-16,"age","20",16,125,0,1325529
2017-04-16,"age","30",16,135,0,1588064
2017-04-16,"age","40",16,64,0,1705625
2017-04-16,"age","50",16,37,0,1706404
2017-04-16,"age","60",16,14,0,1639453
2017-04-16,"age","70",16,5,0,1251909
2017-04-16,"age","90",16,5,0,446020
2017-04-16,"ethnicity","0",16,253,0,6137644
2017-04-16,"ethnicity","1",16,7,0,617320
2017-04-16,"ethnicity","2",16,5,0,366037
2017-04-16,"ethnicity","3",16,5,0,197865
2017-04-16,"ethnicity","4",16,6,0,127649
2017-04-16,"ethnicity","5",16,109,0,3195851
2017-04-16,"gender","1",16,345,0,5303239
2017-04-16,"gender","2",16,36,0,5339127
2017-04-16,"overall","1",16,381,0,10642366
2017-04-16,"region","1",16,6,0,345996
2017-04-16,"region","10",16,24,0,897631
2017-04-16,"region","11",16,5,0,47604
2017-04-16,"region","12",16,5,0,8211
2017-04-16,"region","2",16,66,0,1922392
2017-04-16,"region","3",16,22,0,398574
2017-04-16,"region","4",16,15,0,262583
2017-04-16,"region","5",16,40,0,1702487
2017-04-16,"region","6",16,23,0,482990
2017-04-16,"region","7",16,65,0,1230965
2017-04-16,"region","8",16,41,0,1261607
2017-04-16,"region","9",16,76,0,2081326
2017-04-23,"age","20",17,211,0,1326141
2017-04-23,"age","30",17,223,0,1589787
2017-04-23,"age","40",17,85,0,1707057
2017-04-23,"age","50",17,29,0,1706907
2017-04-23,"age","60",17,26,0,1639677
2017-04-23,"age","70",17,7,0,1251829
2017-04-23,"age","80",17,5,0,888367
2017-04-23,"age","90",17,5,0,445403
2017-04-23,"ethnicity","0",17,370,0,6140559
2017-04-23,"ethnicity","1",17,17,0,617910
2017-04-23,"ethnicity","2",17,7,0,366238
2017-04-23,"ethnicity","3",17,9,0,198101
2017-04-23,"ethnicity","4",17,7,0,127764
2017-04-23,"ethnicity","5",17,174,0,3194791
2017-04-23,"gender","1",17,545,0,5304703
2017-04-23,"gender","2",17,39,0,5340660
2017-04-23,"overall","1",17,584,0,10645363
2017-04-23,"region","1",17,19,0,346050
2017-04-23,"region","10",17,41,0,896986
2017-04-23,"region","11",17,5,0,47613
2017-04-23,"region","12",17,5,0,8214
2017-04-23,"region","2",17,90,0,1922605
2017-04-23,"region","3",17,36,0,398579
2017-04-23,"region","4",17,25,0,262689
2017-04-23,"region","5",17,63,0,1702901
2017-04-23,"region","6",17,24,0,483109
2017-04-23,"region","7",17,106,0,1231346
2017-04-23,"region","8",17,78,0,1262211
2017-04-23,"region","9",17,99,0,2083060
2017-04-30,"age","20",18,193,0,1326358
2017-04-30,"age","30",18,221,0,1590148
2017-04-30,"age","40",18,73,0,1707110
2017-04-30,"age","50",18,38,0,1706464
2017-04-30,"age","60",18,19,0,1639300
2017-04-30,"age","70",18,6,0,1251423
2017-04-30,"age","80",18,5,0,887794
2017-04-30,"ethnicity","0",18,353,0,6141563
2017-04-30,"ethnicity","1",18,5,0,618228
2017-04-30,"ethnicity","2",18,5,0,366355
2017-04-30,"ethnicity","3",18,8,0,198275
2017-04-30,"ethnicity","4",18,14,0,127894
2017-04-30,"ethnicity","5",18,167,0,3190599
2017-04-30,"gender","1",18,498,0,5303029
2017-04-30,"gender","2",18,53,0,5339885
2017-04-30,"overall","1",18,551,0,10642914
2017-04-30,"region","1",18,18,0,346078
2017-04-30,"region","10",18,48,0,896939
2017-04-30,"region","11",18,5,0,47603
2017-04-30,"region","12",18,5,0,8214
2017-04-30,"region","2",18,98,0,1922204
2017-04-30,"region","3",18,23,0,398520
2017-04-30,"region","4",18,23,0,262662
2017-04-30,"region","5",18,67,0,1702692
2017-04-30,"region","6",18,23,0,483248
2017-04-30,"region","7",18,95,0,1228252
2017-04-30,"region","8",18,60,0,1262365
2017-04-30,"region","9",18,90,0,2084137
2017-05-07,"age","20",19,221,0,1326509
2017-05-07,"age","30",19,240,0,1590514
2017-05-07,"age","40",19,89,0,1707569
2017-05-07,"age","50",19,31,0,1706493
2017-05-07,"age","60",19,24,0,1639246
2017-05-07,"age","70",19,7,0,1251256
2017-05-07,"age","80",19,5,0,887434
2017-05-07,"ethnicity","0",19,406,0,6141628
2017-05-07,"ethnicity","1",19,9,0,618493
2017-05-07,"ethnicity","2",19,5,0,366367
2017-05-07,"ethnicity","3",19,8,0,198331
2017-05-07,"ethnicity","4",19,11,0,127957
2017-05-07,"ethnicity","5",19,175,0,3189652
2017-05-07,"gender","1",19,569,0,5302867
2017-05-07,"gender","2",19,45,0,5339561
2017-05-07,"overall","1",19,614,0,10642428
2017-05-07,"region","1",19,22,0,346025
2017-05-07,"region","10",19,48,0,896588
2017-05-07,"region","12",19,5,0,8209
2017-05-07,"region","2",19,104,0,1922231
2017-05-07,"region","3",19,51,0,398358
2017-05-07,"region","4",19,19,0,262656
2017-05-07,"region","5",19,55,0,1702509
2017-05-07,"region","6",19,23,0,483233
2017-05-07,"region","7",19,113,0,1228238
2017-05-07,"region","8",19,72,0,1262327
2017-05-07,"region","9",19,105,0,2084436
2017-05-14,"age","20",20,226,0,1326885
2017-05-14,"age","30",20,220,0,1591420
2017-05-14,"age","40",20,102,0,1708616
2017-05-14,"age","50",20,35,0,1706924
2017-05-14,"age","60",20,24,0,1639420
2017-05-14,"age","70",20,10,0,1251100
2017-05-14,"age","80",20,5,0,887073
2017-05-14,"ethnicity","0",20,407,0,6142715
2017-05-14,"ethnicity","1",20,12,0,619008
2017-05-14,"ethnicity","2",20,5,0,366568
2017-05-14,"ethnicity","3",20,10,0,198497
2017-05-14,"ethnicity","4",20,10,0,128060
2017-05-14,"ethnicity","5",20,177,0,3189013
2017-05-14,"gender","1",20,564,0,5303413
2017-05-14,"gender","2",20,54,0,5340448
2017-05-14,"overall","1",20,618,0,10643861
2017-05-14,"region","1",20,13,0,345841
2017-05-14,"region","10",20,36,0,896411
2017-05-14,"region","12",20,5,0,8204
2017-05-14,"region","2",20,107,0,1922113
2017-05-14,"region","3",20,28,0,398282
2017-05-14,"region","4",20,19,0,262689
2017-05-14,"region","5",20,74,0,1702794
2017-05-14,"region","6",20,30,0,483142
2017-05-14,"region","7",20,113,0,1228258
2017-05-14,"region","8",20,82,0,1262416
2017-05-14,"region","9",20,113,0,2086093
2017-05-21,"age","20",21,248,0,1327097
2017-05-21,"age","30",21,239,0,1592496
2017-05-21,"age","40",21,90,0,1709413
2017-05-21,"age","50",21,45,0,1707278
2017-05-21,"age","60",21,34,0,1639451
2017-05-21,"age","70",21,8,0,1250891
2017-05-21,"age","90",21,5,0,442663
2017-05-21,"ethnicity","0",21,413,0,6143418
2017-05-21,"ethnicity","1",21,17,0,619362
2017-05-21,"ethnicity","2",21,7,0,366641
2017-05-21,"ethnicity","3",21,8,0,198656
2017-05-21,"ethnicity","4",21,10,0,128156
2017-05-21,"ethnicity","5",21,210,0,3188244
2017-05-21,"gender","1",21,633,0,5303379
2017-05-21,"gender","2",21,32,0,5341098
2017-05-21,"overall","1",21,665,0,10644477
2017-05-21,"region","1",21,17,0,345849
2017-05-21,"region","10",21,47,0,896305
2017-05-21,"region","11",21,5,0,47639
2017-05-21,"region","12",21,5,0,8208
2017-05-21,"region","2",21,109,0,1922113
2017-05-21,"region","3",21,34,0,398265
2017-05-21,"region","4",21,22,0,262720
2017-05-21,"region","5",21,80,0,1702481
2017-05-21,"region","6",21,25,0,483130
2017-05-21,"region","7",21,126,0,1228470
2017-05-21,"region","8",21,97,0,1262165
2017-05-21,"region","9",21,106,0,2087132
2017-05-28,"age","20",22,175,0,1327382
2017-05-28,"age","30",22,177,0,1593048
2017-05-28,"age","40",22,51,0,1710172
2017-05-28,"age","50",22,30,0,1707698
2017-05-28,"age","60",22,15,0,1639605
2017-05-28,"age","70",22,9,0,1250757
2017-05-28,"age","80",22,5,0,886308
2017-05-28,"ethnicity","0",22,294,0,6144371
2017-05-28,"ethnicity","1",22,6,0,619675
2017-05-28,"ethnicity","2",22,5,0,366682
2017-05-28,"ethnicity","3",22,5,0,198799
2017-05-28,"ethnicity","4",22,6,0,128239
2017-05-28,"ethnicity","5",22,145,0,3187334
2017-05-28,"gender","1",22,432,0,5303336
2017-05-28,"gender","2",22,27,0,5341764
2017-05-28,"overall","1",22,459,0,10645100
2017-05-28,"region","1",22,14,0,345674
2017-05-28,"region","10",22,25,0,896282
2017-05-28,"region","12",22,5,0,8197
2017-05-28,"region","2",22,75,0,1921972
2017-05-28,"region","3",22,34,0,398169
2017-05-28,"region","4",22,17,0,262593
2017-05-28,"region","5",22,50,0,1702645
2017-05-28,"region","6",22,25,0,483137
2017-05-28,"region","7",22,84,0,1228612
2017-05-28,"region","8",22,52,0,1262067
2017-05-28,"region","9",22,81,0,2088120
2017-06-04,"age","20",23,206,0,1327734
2017-06-04,"age","30",23,196,0,1594113
2017-06-04,"age","40",23,83,0,1711156
2017-06-04,"age","50",23,42,0,1708137
2017-06-04,"age","60",23,26,0,1639802
2017-06-04,"age","70",23,7,0,1250708
2017-06-04,"age","80",23,5,0,886118
2017-06-04,"age","90",23,5,0,441512
2017-06-04,"ethnicity","0",23,348,0,6145970
